DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,A_WS,A_POWER,YD15
2022/5/29 13:00,11,55337.31473,305,11.6,52,811,9.6,52762,52917
2022/5/29 13:15,11.2,55366.7558,304,11.6,51,811,9.2,52602,49210
2022/5/29 13:30,11.5,55395.83386,304,11.7,50,811,9.8,50925,49076
2022/5/29 13:45,11.8,55365.43658,304,11.9,48,811,10,50840,50460
2022/5/29 14:00,12.1,55420.37131,303,12,47,811,10.9,53074,50505
2022/5/29 14:15,12.1,55467.65633,303,12,46,811,12,52403,50594
2022/5/29 14:30,12.1,55494.68305,303,11.9,46,811,11.9,49773,50505
2022/5/29 14:45,12,55344.92225,303,11.8,45,812,10,45334,49969
2022/5/29 15:00,11.9,55480.9542,303,11.7,45,812,11.7,50303,49255
2022/5/29 15:15,11.8,55404.60839,303,11.5,45,812,11.8,51310,49210
2022/5/29 15:30,11.6,55190.82148,302,11.3,45,812,13.5,53108,50326
2022/5/29 15:45,11.4,55400.44273,302,11.2,46,812,10.6,52941,50193
2022/5/29 16:00,11.2,55206.91112,301,11,46,812,8.4,50672,51577
2022/5/29 16:15,10.9,55441.65401,302,10.7,46,812,9.6,52790,50460
2022/5/29 16:30,10.7,55116.881,303,10.4,47,812,11.6,51038,51845
2022/5/29 16:45,10.5,55178.17599,304,10.1,48,813,12.4,53138,53006
2022/5/29 17:00,10.3,55193.75039,306,9.8,49,813,11.9,53076,51041
2022/5/29 17:15,10.1,55377.05766,307,9.5,49,813,13.9,55114,53854
2022/5/29 17:30,10,55423.91397,309,9.3,50,813,11,54148,52872
2022/5/29 17:45,10,55210.25682,311,9.1,50,814,12.1,55121,53765
2022/5/29 18:00,9.9,55305.3206,313,8.9,51,814,9.1,53368,54256
2022/5/29 18:15,9.8,55193.79596,315,8.6,52,814,10.5,55604,53720
2022/5/29 18:30,9.6,55425.94081,316,8.2,53,814,12.1,55262,52783
2022/5/29 18:45,9.5,55257.26814,316,7.9,55,815,10.6,55230,53854
2022/5/29 19:00,9.4,54189.1297,317,7.5,56,815,9,56939,53810
2022/5/29 19:15,9.3,52336.03879,318,7.1,58,815,9.4,56308,57784
2022/5/29 19:30,9.5,50536.16485,318,6.8,59,815,9.3,58203,53631
2022/5/29 19:45,9.6,48736.29091,317,6.4,60,815,7.5,43739,55015
2022/5/29 20:00,9.7,46936.41697,317,6.1,61,815,8,50764,41351
2022/5/29 20:15,9.6,45043.41333,318,5.8,62,815,8.2,51890,49299
2022/5/29 20:30,9.5,43057.28,318,5.5,63,815,6.7,35430,48987
2022/5/29 20:45,9.3,41071.14667,318,5.3,64,816,7.7,45660,37778
2022/5/29 21:00,9.1,39085.01333,318,5,65,816,7.9,49762,39877
2022/5/29 21:15,8.9,37095.07879,318,4.8,66,816,7.7,46648,44968
2022/5/29 21:30,8.4,35101.34303,318,4.7,66,816,7.7,50915,45236
2022/5/29 21:45,7.9,33107.60727,318,4.6,67,816,7.4,44092,45280
2022/5/29 22:00,7.4,31113.87152,318,4.5,67,816,6.4,33137,42378
2022/5/29 22:15,7,29468.89697,317,4.3,67,816,6.3,28831,31884
2022/5/29 22:30,6.7,28172.68364,316,4.1,68,816,6.8,37266,28847
2022/5/29 22:45,6.4,26875.52,314,3.9,69,816,7.3,43075,29785
2022/5/29 23:00,6.1,25579.30667,312,3.7,70,816,7,38852,40815
2022/5/29 23:15,5.8,24650.86061,311,3.5,70,816,6.2,29859,35814
2022/5/29 23:30,5.6,24089.23152,309,3.3,70,816,5.4,22245,31571
2022/5/29 23:45,5.4,23527.60242,308,3.1,70,815,5.7,25729,21033
2022/5/30 0:00,4.8,20804.98424,291,2.7,53,816,5.9,26783,21658
2022/5/30 0:15,4.9,20627.27758,290,2.5,53,816,5.8,26931,22730
2022/5/30 0:30,4.9,20374.49697,290,2.4,52,816,5,19329,25096
2022/5/30 0:45,4.9,20121.71636,291,2.3,51,816,4.5,15982,19380
2022/5/30 1:00,4.9,19868.93576,291,2.2,50,816,5,17780,15004
2022/5/30 1:15,4.9,19895.54424,291,2.1,50,816,4.1,11117,15272
2022/5/30 1:30,5,20202.49212,291,2,49,816,3.9,10552,10449
2022/5/30 1:45,5.1,20508.4897,291,1.9,49,816,4.4,12465,11253
2022/5/30 2:00,5.2,20815.43758,290,1.8,48,816,4.7,15546,11164
2022/5/30 2:15,5.2,21250.67636,289,1.6,48,816,5,17272,14424
2022/5/30 2:30,5.2,21815.15636,288,1.5,48,816,5.3,19307,16567
2022/5/30 2:45,5.2,22380.58667,287,1.4,48,815,5.1,19552,18085
2022/5/30 3:00,5.2,22945.06667,286,1.3,48,815,5.7,21871,17460
2022/5/30 3:15,5.3,23478.18667,284,1.2,48,815,5.4,20070,20452
2022/5/30 3:30,5.5,23978.99636,285,1.2,48,815,5.4,18578,20006
2022/5/30 3:45,5.8,24479.80606,284,1.1,48,815,4.9,16960,20140
2022/5/30 4:00,6,24980.61576,285,1.1,48,815,5.1,17725,16210
2022/5/30 4:15,6.2,25286.61333,285,1.1,48,815,5.9,25463,16388
2022/5/30 4:30,6.3,25397.79879,286,1.1,48,815,6,27512,24114
2022/5/30 4:45,6.5,25509.93455,286,1.2,48,815,6.4,32012,25721
2022/5/30 5:00,6.6,25621.12,287,1.2,48,815,6.8,37133,30008
2022/5/30 5:15,6.6,25808.3297,287,1.4,48,815,7,40206,30901
2022/5/30 5:30,6.5,26071.56364,287,1.9,47,815,7.5,43203,37912
2022/5/30 5:45,6.4,26333.84727,287,2.4,47,815,7.5,44799,40011
2022/5/30 6:00,6.3,26597.08121,288,2.9,46,815,7.8,46653,41172
2022/5/30 6:15,6,27027.56848,288,3.4,45,815,7.5,45988,42333
2022/5/30 6:30,5.5,27626.25939,286,4.1,44,815,7.3,40589,42690
2022/5/30 6:45,5,28224.9503,285,4.7,43,815,7.1,39323,40190
2022/5/30 7:00,4.5,28823.64121,283,5.4,42,815,7.8,45950,37510
2022/5/30 7:15,4.4,30370.73455,283,6,40,815,7.5,45859,42110
2022/5/30 7:30,4.6,32866.2303,284,6.6,38,815,8.6,55206,38671
2022/5/30 7:45,4.9,35360.77576,284,7.1,37,815,9.7,58331,42512
2022/5/30 8:00,5.1,37856.27152,285,7.7,35,815,9.9,54229,53810
2022/5/30 8:15,5.6,40863.0303,287,8.2,33,815,10.7,53279,51175
2022/5/30 8:30,6.5,44380.10182,289,8.6,32,815,11.3,52801,52023
2022/5/30 8:45,7.4,47897.17333,291,9,30,815,12,52146,50818
2022/5/30 9:00,8.3,51414.24485,293,9.4,29,815,10.3,49786,51711
2022/5/30 9:15,9.2,54031.37939,294,9.7,28,815,11.1,53102,48004
2022/5/30 9:30,9.9,55284.85957,296,9.9,28,815,10.3,53809,50684
2022/5/30 9:45,10.6,55282.2541,297,10,28,815,12.2,51451,47960
2022/5/30 10:00,11.2,55157.50074,298,10.2,28,815,11.9,50842,50237
2022/5/30 10:15,11.6,55260.07144,299,10.4,28,815,11.9,49910,50818
2022/5/30 10:30,11.7,55210.3151,299,10.5,28,815,10.9,50004,50773
2022/5/30 10:45,11.7,55185.44157,300,10.6,28,815,11,51847,49701
2022/5/30 11:00,11.8,55163.43742,300,10.7,28,815,11.4,51414,51666
2022/5/30 11:15,11.7,55183.52227,301,10.8,28,815,10.7,51901,51755
2022/5/30 11:30,11.7,55417.04346,301,11,28,815,9.4,53435,50862
2022/5/30 11:45,11.5,55467.8337,302,11.2,27,815,10.3,52599,51041
2022/5/30 12:00,11.5,55466.67422,302,11.4,27,815,9.4,50169,52470
2022/5/30 12:15,11.4,55225.28254,302,11.5,27,815,10.5,53090,50371
2022/5/30 12:30,11.3,55226.62211,302,11.6,27,815,10.4,49767,49567
2022/5/30 12:45,11.4,55417.06325,301,11.6,27,815,10.4,51285,50684
2022/5/30 13:00,11.3,55177.61684,301,11.7,27,815,11.5,50627,50103
2022/5/30 13:15,11.3,55438.72534,300,11.8,27,815,10.1,50259,49389
2022/5/30 13:30,11.3,55285.30587,300,11.9,27,815,9.6,49886,51398
2022/5/30 13:45,11.3,55290.74889,300,12,26,814,9.6,51324,48987
2022/5/30 14:00,11.4,55335.12387,300,12.1,26,814,9.5,51832,51711
2022/5/30 14:15,11.5,55265.76267,300,12.1,26,814,10.1,49942,49255
2022/5/30 14:30,11.5,55257.11251,301,12.2,26,814,10,51816,51086
2022/5/30 14:45,11.6,55472.93977,302,12.2,25,814,10.5,50063,48630
2022/5/30 15:00,11.7,55136.55479,302,12.3,25,814,10.4,50754,50237
2022/5/30 15:15,11.7,55485.92448,303,12.3,25,814,9.4,49658,50550
2022/5/30 15:30,11.6,55148.82468,303,12.2,25,814,10.7,53568,50371
2022/5/30 15:45,11.5,55259.62624,304,12.2,25,814,9.7,51555,52470
2022/5/30 16:00,11.5,55172.96712,304,12.1,25,814,9.4,54441,49210
2022/5/30 16:15,11.4,55112.04682,305,12.1,25,814,9.1,54746,52247
2022/5/30 16:30,11.5,55327.99024,304,12.1,25,814,8.2,51002,50460
2022/5/30 16:45,11.5,55264.60453,304,12.2,24,814,8.5,52942,47781
2022/5/30 17:00,11.6,55219.88647,303,12.2,24,814,8.7,55161,48272
2022/5/30 17:15,11.3,55455.74549,303,12.2,24,814,9.1,59364,48228
2022/5/30 17:30,10.9,55435.65493,304,12.1,24,814,8.2,54085,55596
2022/5/30 17:45,10.5,53602.79273,305,12,25,814,7.5,44350,52113
2022/5/30 18:00,10,51092.09212,306,11.9,25,814,8.2,50994,41128
2022/5/30 18:15,9.6,48197.46909,307,11.8,25,814,7.6,45167,42914
2022/5/30 18:30,9.2,44918.92364,307,11.6,26,814,5.8,24017,43851
2022/5/30 18:45,8.7,41641.32848,308,11.3,26,814,5.4,19721,25230
2022/5/30 19:00,8.3,38362.78303,310,11.1,27,814,5.2,17995,27731
2022/5/30 19:15,8,35652.51879,311,10.8,28,814,7.1,38416,12682
2022/5/30 19:30,7.9,33510.53576,313,10.4,29,814,6,26979,32956
2022/5/30 19:45,7.6,31369.50303,316,10,30,815,4.7,13426,29562
2022/5/30 20:00,7.5,29227.52,318,9.6,31,815,3.9,6797,14468
2022/5/30 20:15,7.3,26904.97939,321,9.1,32,815,4.2,11761,6564
2022/5/30 20:30,6.9,24401.88121,324,8.6,34,815,6,23930,8395
2022/5/30 20:45,6.6,21897.83273,327,8.1,36,815,8.7,55363,17550
2022/5/30 21:00,6.2,19394.73455,330,7.6,38,815,8.3,50516,35635
2022/5/30 21:15,5.8,17467.52,332,7.2,40,815,6.3,31095,60597
2022/5/30 21:30,5.2,16115.23879,332,7,41,815,6.3,28656,35635
2022/5/30 21:45,4.7,14762.95758,333,6.7,42,816,5,15370,24069
2022/5/30 22:00,4.1,13410.67636,334,6.5,43,816,4.4,11505,15987
2022/5/30 22:15,3.8,12268.41212,335,6.2,44,816,4.9,17844,9690
2022/5/30 22:30,3.5,11334.26424,331,5.8,45,816,4.6,15317,17192
2022/5/30 22:45,3.4,10401.06667,330,5.5,46,816,5.2,18320,14602
2022/5/30 23:00,3.2,9620.520342,325,5.1,47,816,4.6,12072,17058
2022/5/30 23:15,3.1,9705.836932,322,4.7,49,816,4.9,16555,11566
2022/5/30 23:30,2.9,9874.714263,316,4.3,51,816,6,25552,12459
2022/5/30 23:45,2.8,9777.910788,309,4,52,816,5.8,24821,23489
2022/5/31 0:00,4.9,10687.56818,291,4,58,816,6.3,30172,22864
2022/5/31 0:15,5,10981.30091,289,3.8,58,816,6.2,30249,27820
2022/5/31 0:30,5.1,11426.57727,286,3.7,59,816,6.1,28157,29160
2022/5/31 0:45,5.2,11872.78909,283,3.5,59,815,6,26674,29339
2022/5/31 1:00,5.4,12318.06545,281,3.4,60,815,5.7,23937,26034
2022/5/31 1:15,5.5,12923.30455,278,3.3,60,815,5.2,18230,26570
2022/5/31 1:30,5.5,13687.57091,275,3.2,60,815,4.5,13743,17550
2022/5/31 1:45,5.6,14451.83727,273,3.2,60,815,5.8,25157,15361
2022/5/31 2:00,5.7,15216.10364,270,3.1,60,815,5.4,22367,17148
2022/5/31 2:15,5.7,15849.40636,270,3.1,60,815,5.5,21106,18577
2022/5/31 2:30,5.7,16352.68091,270,3.1,60,815,5.3,19156,20586
2022/5/31 2:45,5.6,16855.02,269,3,59,815,4.8,17055,16880
2022/5/31 3:00,5.6,17358.29455,269,3,59,815,4.6,15064,16567
2022/5/31 3:15,5.6,17612.73818,270,3,59,815,4.9,16461,12905
2022/5/31 3:30,5.7,17619.28636,270,2.9,58,815,4.4,13546,15406
2022/5/31 3:45,5.7,17625.83455,271,2.8,58,815,4.3,11758,12816
2022/5/31 4:00,5.8,17632.38273,272,2.7,57,815,4,10992,10896
2022/5/31 4:15,5.8,17354.55273,274,2.6,57,815,4.1,11002,10092
2022/5/31 4:30,5.8,16793.28,275,2.7,56,815,3.9,8626,10628
2022/5/31 4:45,5.8,16232.00727,277,2.8,55,815,3.5,6015,8485
2022/5/31 5:00,5.9,15670.73455,278,2.9,54,815,3.6,6143,6296
2022/5/31 5:15,5.9,14614.60636,279,3.2,52,815,3.5,5425,5001
2022/5/31 5:30,5.8,13062.68727,279,3.7,51,815,3.5,5464,5269
2022/5/31 5:45,5.7,11510.76818,279,4.3,50,816,2.6,2634,5537
2022/5/31 6:00,5.6,9581.399657,279,4.8,49,816,2.5,2558,2769
2022/5/31 6:15,5.5,9865.337448,279,5.5,47,816,2.6,2137,2947
2022/5/31 6:30,5.4,9770.681814,279,6.3,46,816,2.5,1880,1340
2022/5/31 6:45,5.3,9676.960061,278,7.2,44,816,2.3,1020,1742
2022/5/31 7:00,5.2,9569.761338,277,8,43,816,1.7,13,447
2022/5/31 7:15,5,9509.322615,276,8.7,41,816,1.5,-96,0
2022/5/31 7:30,4.6,9689.107478,275,9.3,40,816,1.8,53,-536
2022/5/31 7:45,4.1,9702.348644,274,9.9,38,816,1.5,-60,-491
2022/5/31 8:00,3.7,9767.891292,273,10.5,37,816,1.8,-77,-581
2022/5/31 8:15,3.4,9619.023645,270,11.1,35,816,3,1431,-447
2022/5/31 8:30,3.2,9575.201825,270,11.8,33,816,3.6,4894,89
2022/5/31 8:45,3.1,9671.430567,268,12.5,32,816,4.2,8518,5448
2022/5/31 9:00,2.9,9826.529523,266,13.2,30,816,6,26903,8886
2022/5/31 9:15,2.8,9825.159556,266,13.7,29,816,5,15318,25677
2022/5/31 9:30,2.9,9713.831825,268,14,29,816,4.2,10849,14200
2022/5/31 9:45,3,9629.718221,270,14.3,29,816,3.4,4853,10762
2022/5/31 10:00,3.1,9863.468333,270,14.6,29,816,3.2,3985,4599
2022/5/31 10:15,3.1,9732.762497,274,14.8,29,816,3.3,3185,5403
2022/5/31 10:30,3.2,9886.287002,275,15,29,816,2.9,1786,2099
2022/5/31 10:45,3.2,10912.07727,279,15.2,28,816,3,1929,2054
2022/5/31 11:00,3.4,11987.85,280,15.4,28,816,3.3,3756,1027
2022/5/31 11:15,3.4,13072.04182,285,15.5,28,816,2.1,135,3483
2022/5/31 11:30,3.6,14163.71727,289,15.6,28,816,3.3,899,-89
2022/5/31 11:45,3.8,15255.39273,293,15.6,27,816,2.5,1282,-89
2022/5/31 12:00,4,16347.06818,297,15.7,27,816,3.7,4745,-357
2022/5/31 12:15,4.1,17174.01,298,15.7,27,816,5.4,19866,3126
2022/5/31 12:30,4.1,17737.15364,298,15.8,27,816,7,29397,11923
2022/5/31 12:45,4.2,18301.23273,297,15.8,27,816,7.4,43391,21167
2022/5/31 13:00,4.2,18864.37636,297,15.9,27,816,7.7,47175,39520
2022/5/31 13:15,4.2,18962.59909,295,15.9,27,816,6.4,27012,38225
2022/5/31 13:30,4.2,18594.96545,291,15.8,27,816,6.8,31562,35947
2022/5/31 13:45,4.2,18228.26727,288,15.7,28,816,5.5,19144,26257
2022/5/31 14:00,4.2,17860.63364,284,15.6,28,816,4.8,13946,13843
2022/5/31 14:15,4.3,17720.31545,283,15.5,28,816,4.3,11108,14111
2022/5/31 14:30,4.4,17806.37727,284,15.3,29,816,5.6,25845,6922
2022/5/31 14:45,4.6,17891.50364,286,15.1,30,816,6,25246,20631
2022/5/31 15:00,4.7,17977.56545,287,14.9,31,816,4.9,13950,21256
2022/5/31 15:15,4.6,17748.37909,293,14.7,32,816,4.2,10300,13129
2022/5/31 15:30,4.3,17203.00909,304,14.5,33,816,3.6,5713,12012
2022/5/31 15:45,4.4,16657.63909,315,14.2,34,816,3.9,7844,5403
2022/5/31 16:00,4.5,16112.26909,326,14,35,816,4.3,9888,5493
2022/5/31 16:15,4.4,15484.57909,329,13.8,36,816,4.7,11940,6654
2022/5/31 16:30,4.2,14775.50455,325,13.6,38,816,4.6,12142,8485
2022/5/31 16:45,3.9,14065.49455,318,13.3,39,816,4.7,13715,9020
2022/5/31 17:00,3.7,13356.42,313,13.1,41,816,5,16024,12727
2022/5/31 17:15,3.5,12916.75636,305,13,42,816,4.4,11593,14379
2022/5/31 17:30,3.5,12745.56818,294,12.9,43,816,4.1,7400,10449
2022/5/31 17:45,3.5,12574.38,282,12.9,43,817,3.1,3356,8083
2022/5/31 18:00,3.7,12403.19182,272,12.8,44,817,3,1680,4555
2022/5/31 18:15,3.9,12221.71364,269,12.6,45,817,3.3,3466,1652
2022/5/31 18:30,4.1,12028.07455,269,12.1,47,817,4.5,9995,2099
2022/5/31 18:45,4.3,11834.43545,270,11.6,48,817,4.8,13546,4912
2022/5/31 19:00,4.5,11640.79636,270,11.1,50,817,4.9,15166,12816
2022/5/31 19:15,4.6,11348.93455,271,10.4,52,817,4.9,15561,12236
2022/5/31 19:30,4.7,10957.91455,277,9.6,55,817,4.6,12366,15138
2022/5/31 19:45,4.8,10566.89455,282,8.9,57,818,5.2,16499,11655
2022/5/31 20:00,5,10175.87455,287,8.1,60,818,5.3,18360,13575
2022/5/31 20:15,5.2,9850.068135,292,7.6,61,818,5,14865,16165
2022/5/31 20:30,5.2,9840.943557,296,7.4,62,818,5,15096,16522
2022/5/31 20:45,5.4,9725.61097,299,7.1,62,818,5.8,22624,13665
2022/5/31 21:00,5.5,9859.492117,303,6.9,63,818,5.5,19514,17996
2022/5/31 21:15,5.6,9789.423924,305,6.7,63,818,5.3,18725,20765
2022/5/31 21:30,5.5,9824.304615,305,6.6,64,818,5.3,18590,20497
2022/5/31 21:45,5.3,9722.616712,304,6.4,64,819,4.7,13501,16746
2022/5/31 22:00,5.2,9899.934871,304,6.3,65,819,4.5,11174,14022
2022/5/31 22:15,5.1,9550.709322,303,6.1,66,819,4.3,11135,10137
2022/5/31 22:30,5,9509.672402,300,5.9,67,819,3.8,7437,11655
2022/5/31 22:45,4.7,9690.934118,298,5.8,68,819,3,3422,7368
2022/5/31 23:00,4.6,9856.831912,294,5.6,69,819,2.6,1049,4198
2022/5/31 23:15,4.5,9865.157523,291,5.4,70,819,1.7,-102,1206
2022/5/31 23:30,4.3,9666.454391,289,5.2,71,819,1.2,-100,-491
2022/5/31 23:45,4.2,9605.377025,287,5.1,72,819,0.5,-123,-536
2022/6/1 0:00,1.1,9569.764209,350,4.7,57,819,0.5,-99,-491
2022/6/1 0:15,1,9535.075938,336,4.5,57,819,0.3,-109,-491
2022/6/1 0:30,0.8,9567.169233,315,4.4,57,819,0.4,-110,-536
2022/6/1 0:45,0.9,9627.676305,297,4.3,58,819,0.7,-101,-491
2022/6/1 1:00,1,9878.290056,276,4.2,58,819,1.5,-99,-491
2022/6/1 1:15,1.2,9709.326262,270,4.1,58,819,1.9,-105,-536
2022/6/1 1:30,1.5,9589.922376,266,4.1,58,819,2.3,262,-491
2022/6/1 1:45,1.7,9773.912335,263,4,57,818,2.8,1552,-89
2022/6/1 2:00,2,9511.655078,261,4,57,818,3.5,4616,402
2022/6/1 2:15,2.3,9871.127651,257,4,57,818,3.8,6930,2724
2022/6/1 2:30,2.6,9632.764615,257,4,57,818,4.7,14226,5359
2022/6/1 2:45,2.8,9546.965755,255,3.9,56,818,5.5,20430,10673
2022/6/1 3:00,3.1,9870.056825,255,3.9,56,818,5.9,24565,18353
2022/6/1 3:15,3.3,9538.175764,256,3.9,56,818,6.2,27521,21211
2022/6/1 3:30,3.6,9720.986095,257,3.8,56,818,6.1,26886,25052
2022/6/1 3:45,3.9,9712.644555,260,3.7,57,818,6.1,26156,27329
2022/6/1 4:00,4.2,10263.27273,260,3.6,57,818,6.1,25784,25275
2022/6/1 4:15,4.3,10759.33091,263,3.5,57,818,5.3,19294,24962
2022/6/1 4:30,4.6,11342.81697,269,3.5,57,818,5.1,18594,21122
2022/6/1 4:45,4.8,11926.30303,271,3.6,56,818,4.5,13022,16835
2022/6/1 5:00,5.1,12509.78909,276,3.6,56,818,4.4,13291,13798
2022/6/1 5:15,5.4,13010.59879,280,3.9,55,818,4.6,11708,12102
2022/6/1 5:30,5.6,13429.68242,285,4.5,54,818,4.3,9319,11030
2022/6/1 5:45,5.9,13848.76606,288,5.1,53,819,3.9,7633,9154
2022/6/1 6:00,6.1,14267.8497,292,5.7,52,819,3.7,6029,7323
2022/6/1 6:15,6.4,14443.65576,294,6.5,50,819,3.3,4814,5537
2022/6/1 6:30,6.7,14378.08485,296,7.6,48,819,3.8,6707,3662
2022/6/1 6:45,6.8,14312.51394,297,8.7,45,819,4.2,8456,4689
2022/6/1 7:00,7.1,14246.94303,299,9.8,43,819,4,8068,6877
2022/6/1 7:15,6.9,14343.87394,300,10.8,41,819,3.8,7521,7368
2022/6/1 7:30,6.5,14604.25697,299,11.7,38,819,4.2,10041,6832
2022/6/1 7:45,6.1,14864.64,297,12.6,35,819,4.4,10631,7993
2022/6/1 8:00,5.7,15125.02303,296,13.5,32,819,4.1,8838,9378
2022/6/1 8:15,5.5,16426.93818,296,14.2,30,819,3.7,6136,8886
2022/6/1 8:30,5.8,18769.43515,296,14.7,28,819,3.6,5182,6609
2022/6/1 8:45,5.9,21111.93212,296,15.3,27,819,3.8,6066,4064
2022/6/1 9:00,6.1,23454.42909,296,15.8,25,819,4.9,13357,3751
2022/6/1 9:15,6.4,25762.71515,297,16.3,24,819,5.7,19686,11878
2022/6/1 9:30,6.6,28036.7903,297,16.8,23,819,5.7,20611,18978
2022/6/1 9:45,6.8,30309.91515,298,17.2,22,819,6.4,27887,19112
2022/6/1 10:00,7,32583.9903,298,17.7,21,819,6.7,30185,26704
2022/6/1 10:15,7.3,35000.61091,299,18.1,21,819,6.2,28808,29115
2022/6/1 10:30,7.7,37559.77697,300,18.5,21,819,7.2,35552,22997
2022/6/1 10:45,8,40118.94303,300,18.9,20,819,7.8,42397,29785
2022/6/1 11:00,8.4,42678.10909,301,19.3,20,819,7.9,45735,24739
2022/6/1 11:15,8.7,44303.12727,301,19.7,20,819,7.8,42917,41485
2022/6/1 11:30,8.8,44995.89818,302,20,20,819,9,52622,40770
2022/6/1 11:45,8.9,45687.71879,302,20.3,21,818,7.6,36924,36171
2022/6/1 12:00,9.1,46380.4897,302,20.6,21,818,9,50334,38939
2022/6/1 12:15,9.2,46663.68,303,20.9,21,818,9.5,53100,52961
2022/6/1 12:30,9.2,46537.2897,304,21.1,21,818,9.3,52864,49165
2022/6/1 12:45,9.2,46411.8497,304,21.4,21,818,8.7,48263,48853
2022/6/1 13:00,9.2,46285.45939,305,21.6,21,818,9,50507,49076
2022/6/1 13:15,9.2,46148.61576,306,21.8,21,818,9.4,48255,51622
2022/6/1 13:30,9.1,46000.36848,306,21.9,21,818,10.7,52232,49210
2022/6/1 13:45,9.1,45853.07152,307,22,21,817,10.8,51197,47379
2022/6/1 14:00,9,45704.82424,308,22.1,21,817,9.7,52716,48272
2022/6/1 14:15,8.8,45293.34303,309,22.1,21,817,9.1,50730,47111
2022/6/1 14:30,8.7,44619.57818,309,22.1,21,817,9.9,52452,48004
2022/6/1 14:45,8.5,43945.81333,309,22.2,21,817,11.3,51973,49523
2022/6/1 15:00,8.4,43272.04848,310,22.2,21,817,9.4,57106,50996
2022/6/1 15:15,8.2,42434.83152,311,22.2,21,817,8.9,50514,49657
2022/6/1 15:30,8,41435.11273,311,22.1,21,817,8.8,50209,49567
2022/6/1 15:45,7.8,40436.34424,312,22,21,817,9.3,56143,50460
2022/6/1 16:00,7.6,39436.62545,312,21.9,21,817,8.1,47040,40190
2022/6/1 16:15,7.4,38259.2,313,21.9,21,817,10.3,54944,49701
2022/6/1 16:30,7.3,36904.06788,314,21.8,21,817,8.7,52143,50550
2022/6/1 16:45,7.1,35547.98545,315,21.7,22,817,8.2,48792,50728
2022/6/1 17:00,6.9,34192.85333,316,21.6,22,817,7.5,43460,48585
2022/6/1 17:15,6.7,32239.0303,317,21.4,23,817,8.7,54218,38761
2022/6/1 17:30,6.4,29685.56606,316,21.1,24,817,7.4,38040,45593
2022/6/1 17:45,6.1,27132.10182,316,20.8,25,817,5.9,23864,38761
2022/6/1 18:00,5.7,24578.63758,316,20.5,26,817,8.2,45381,24516
2022/6/1 18:15,5.4,22288.40727,314,19.9,28,817,6.8,31060,33224
2022/6/1 18:30,5.1,20260.46061,312,19,31,817,5.7,20559,33357
2022/6/1 18:45,4.7,18231.56364,308,18.2,34,818,5.2,16406,21033
2022/6/1 19:00,4.4,16203.61697,305,17.3,37,818,5.9,21457,15138
2022/6/1 19:15,4.2,14424.6497,304,16.5,38,818,5.7,20170,21033
2022/6/1 19:30,4.1,12893.71152,307,15.8,39,818,5.8,22708,19872
2022/6/1 19:45,4.1,11362.77333,309,15,40,818,5.7,21293,21345
2022/6/1 20:00,4,9848.721862,312,14.3,41,818,5.1,14676,21926
2022/6/1 20:15,3.9,9740.420047,314,13.7,42,818,4.1,8766,15183
2022/6/1 20:30,3.7,9784.06813,315,13.3,43,818,3.6,6233,9556
2022/6/1 20:45,3.5,9759.619369,317,12.9,44,819,4.1,8069,5805
2022/6/1 21:00,3.3,9828.06012,319,12.5,45,819,4.3,9152,7100
2022/6/1 21:15,3.2,9850.218511,319,12.1,46,819,4.2,9410,7323
2022/6/1 21:30,3,9713.009698,318,11.8,47,819,4,7050,8797
2022/6/1 21:45,2.8,9823.199503,314,11.4,48,819,3.5,4780,7502
2022/6/1 22:00,2.5,9767.658593,312,11.1,49,819,2.8,2652,4376
2022/6/1 22:15,2.3,9572.303739,317,10.8,50,819,2.9,2233,2545
2022/6/1 22:30,2.1,9610.398069,329,10.5,51,819,3,2570,1563
2022/6/1 22:45,2.1,9888.335336,343,10.2,52,819,3.2,3197,1518
2022/6/1 23:00,2.1,9574.261012,357,9.9,53,819,3.4,3634,2858
2022/6/1 23:15,2.1,9534.26617,11,9.6,53,819,3.2,2905,2724
2022/6/1 23:30,2.2,9551.184691,30,9.4,54,819,3.3,3416,2501
2022/6/1 23:45,2.3,9842.070636,47,9.2,55,820,3.3,3666,2813
2022/6/2 0:00,2.3,9683.39559,45,8.7,59,819,3.1,3061,2769
2022/6/2 0:15,2.5,9512.040371,56,8.6,60,819,3,2633,3037
2022/6/2 0:30,2.6,9567.606154,65,8.6,60,819,2.9,2442,2724
2022/6/2 0:45,2.9,9799.673005,72,8.7,59,819,2.9,2482,1429
2022/6/2 1:00,3.2,9728.671507,79,8.7,59,819,2.5,1327,1697
2022/6/2 1:15,3.3,9860.962221,83,8.8,59,819,2.1,420,1384
2022/6/2 1:30,3.2,9622.988079,85,8.9,58,819,2.2,447,357
2022/6/2 1:45,3.1,9893.520764,88,9,58,819,2,219,-45
2022/6/2 2:00,3,9582.785824,90,9.1,57,819,2.1,425,-45
2022/6/2 2:15,2.9,9686.680946,92,9.3,57,819,1.8,-14,-45
2022/6/2 2:30,2.6,9831.137497,97,9.4,56,819,2,-21,-89
2022/6/2 2:45,2.5,9615.536499,104,9.6,55,819,2.8,1139,-402
2022/6/2 3:00,2.2,9720.843936,111,9.7,54,819,3.3,2680,-134
